Number_of_Atoms,Total_Loss,Energy_Loss,Forces_Loss
65,0.02152077853679657,1.9735098248929717e-05,0.00021501044102478772
65,0.020567817613482475,1.9743443772313185e-05,0.00020548074098769575
65,0.018056662753224373,1.9760136638069525e-05,0.00018036901019513607
65,0.02104468271136284,1.975178747670725e-05,0.0002102493162965402
65,0.020750340074300766,1.975178747670725e-05,0.0002073058858513832
65,0.01679576188325882,1.9760136638069525e-05,0.00016776000848039985
65,0.01773863285779953,1.975178747670725e-05,0.00017718880553729832
65,0.017233408987522125,1.975178747670725e-05,0.00017213656974490732
65,0.015012470073997974,1.9760136638069525e-05,0.00014992710202932358
65,0.015714598819613457,1.9768483980442397e-05,0.00015694829926360399
65,0.017589719966053963,1.9760136638069525e-05,0.00017569959163665771
65,0.017256708815693855,1.9760136638069525e-05,0.00017236947314813733
65,0.018029706552624702,1.9760136638069525e-05,0.00018009946506936103
65,0.01913863979279995,1.9760136638069525e-05,0.00019118878117296845
65,0.019126731902360916,1.9760136638069525e-05,0.00019106970285065472
65,0.018582230433821678,1.9760136638069525e-05,0.00018562469631433487
65,0.017943434417247772,1.9760136638069525e-05,0.00017923674022313207
65,0.018399670720100403,1.9760136638069525e-05,0.00018379910034127533
65,0.018403785303235054,1.9760136638069525e-05,0.00018384025315754116
65,0.0219438299536705,1.9760136638069525e-05,0.00021924068278167397
65,0.021006468683481216,1.9760136638069525e-05,0.0002098670811392367
65,0.022595826536417007,1.9760136638069525e-05,0.0002257606538478285
65,0.022583967074751854,1.9760136638069525e-05,0.00022564205573871732
65,0.019096702337265015,1.9760136638069525e-05,0.00019076940952800214
65,0.019310493022203445,1.9760136638069525e-05,0.0001929073187056929
65,0.01931040920317173,1.9760136638069525e-05,0.00019290647469460964
65,0.01900656893849373,1.9760136638069525e-05,0.00018986807845067233
65,0.020783623680472374,1.9760136638069525e-05,0.00020763862994499505
65,0.019828807562589645,1.9760136638069525e-05,0.00019809046352747828
65,0.01802837662398815,1.9760136638069525e-05,0.0001800861646188423
65,0.019303705543279648,1.9760136638069525e-05,0.00019283944857306778
65,0.01898118481040001,1.9760136638069525e-05,0.0001896142348414287
65,0.01898099295794964,1.9760136638069525e-05,0.00018961232854053378
65,0.018027877435088158,1.9760136638069525e-05,0.00018008115876000375
65,0.01898115873336792,1.9760136638069525e-05,0.0001896139729069546
65,0.018981166183948517,1.9760136638069525e-05,0.00018961406021844596
65,0.018981127068400383,1.9760136638069525e-05,0.0001896136673167348
65,0.01802779547870159,1.9760136638069525e-05,0.00018008034385275096
65,0.018027644604444504,1.9760136638069525e-05,0.00018007884500548244
65,0.018981000408530235,1.9760136638069525e-05,0.0001896123867481947
65,0.018981032073497772,1.9760136638069525e-05,0.00018961270689032972
65,0.01802767626941204,1.9760136638069525e-05,0.00018007915059570223
65,0.018047139048576355,1.9760136638069525e-05,0.00018027378246188164
65,0.018981030210852623,1.9760136638069525e-05,0.0001896126923384145
65,0.018520260229706764,1.9760136638069525e-05,0.00018500498845241964
65,0.018258385360240936,1.9760136638069525e-05,0.00018238624033983797
65,0.020424215123057365,1.9760136638069525e-05,0.0002040445397142321
65,0.02108018472790718,1.9760136638069525e-05,0.00021060423750896007
65,0.02057952806353569,1.9760136638069525e-05,0.00020559766562655568
65,0.019719809293746948,1.9760136638069525e-05,0.00019700048142112792
65,0.01918797753751278,1.9760136638069525e-05,0.00019168216385878623
65,0.020476307719945908,1.9760136638069525e-05,0.00020456546917557716
65,0.020476562902331352,1.9760136638069525e-05,0.00020456801576074213
65,0.019187698140740395,1.9760136638069525e-05,0.00019167936989106238
65,0.02014654316008091,1.9760136638069525e-05,0.0002012678305618465
65,0.019187601283192635,1.9760136638069525e-05,0.0001916784094646573
65,0.02014649473130703,1.9760136638069525e-05,0.00020126733579672873
65,0.0191874410957098,1.9760136638069525e-05,0.00019167680875398219
65,0.020146513357758522,1.9760136638069525e-05,0.0002012675249716267
65,0.020146455615758896,1.9760136638069525e-05,0.00020126694289501756
65,0.020146474242210388,1.9760136638069525e-05,0.00020126713206991553
65,0.020146429538726807,1.9760136638069525e-05,0.00020126669551245868
65,0.020146388560533524,1.9760136638069525e-05,0.00020126627350691706
65,0.019787820056080818,1.9760136638069525e-05,0.0001976805942831561
65,0.02098190411925316,1.9760136638069525e-05,0.00020962143025826663
65,0.020990200340747833,1.9760136638069525e-05,0.00020970439072698355
65,0.020136633887887,1.9760136638069525e-05,0.00020116873201914132
65,0.020136389881372452,1.9760136638069525e-05,0.00020116628729738295
65,0.019482534378767014,1.9760136638069525e-05,0.0001946277334354818
65,0.019174346700310707,1.9760136638069525e-05,0.0001915458560688421
65,0.018365707248449326,1.9760136638069525e-05,0.00018345947319176048
65,0.018365375697612762,1.9760136638069525e-05,0.00018345614080317318
65,0.017703959718346596,1.9760136638069525e-05,0.00017684198974166065
65,0.019814427942037582,1.9760136638069525e-05,0.00019794667605310678
65,0.019813772290945053,1.9760136638069525e-05,0.0001979401131393388
65,0.020489826798439026,1.9760136638069525e-05,0.0002047006564680487
65,0.02079588919878006,1.9760136638069525e-05,0.00020776128803845495
65,0.019686007872223854,1.9760136638069525e-05,0.0001966624695342034
65,0.0214726272970438,1.9760136638069525e-05,0.00021452865621540695
65,0.020645467564463615,1.9760136638069525e-05,0.0002062570711132139
65,0.02164492942392826,1.9760136638069525e-05,0.00021625169028993696
65,0.021644245833158493,1.9760136638069525e-05,0.00021624485088977963
65,0.021313844248652458,1.9760136638069525e-05,0.00021294083853717893
65,0.021463965997099876,1.9760136638069525e-05,0.00021444205776788294
65,0.02051321230828762,1.9760136638069525e-05,0.00020493452029768378
65,0.01820722222328186,1.9760136638069525e-05,0.00018187460955232382
65,0.019157424569129944,1.9760136638069525e-05,0.00019137664639856666
65,0.01882747747004032,1.9760136638069525e-05,0.000188077159691602
65,0.02079503983259201,1.9760136638069525e-05,0.00020775278971996158
65,0.019993366673588753,1.9760136638069525e-05,0.00019973606686107814
65,0.01999296061694622,1.9760136638069525e-05,0.0001997319923248142
65,0.019984249025583267,1.9760136638069525e-05,0.0001996448845602572
65,0.019984327256679535,1.9760136638069525e-05,0.0001996456558117643
65,0.02094358578324318,1.9760136638069525e-05,0.00020923824922647327
65,0.019834496080875397,1.9760136638069525e-05,0.00019814734696410596
65,0.019834360107779503,1.9760136638069525e-05,0.00019814599363598973
65,0.019993150606751442,1.9760136638069525e-05,0.00019973389862570912
65,0.01999296061694622,1.9760136638069525e-05,0.0001997319923248142
65,0.019992955029010773,1.9760136638069525e-05,0.00019973194866906852
65,0.020943496376276016,1.9760136638069525e-05,0.0002092373470077291
65,0.020943673327565193,1.9760136638069525e-05,0.00020923912234138697
65,0.01999298296868801,1.9760136638069525e-05,0.00019973222515545785
65,0.020943649113178253,1.9760136638069525e-05,0.00020923888951074332
65,0.020692244172096252,1.9760136638069525e-05,0.00020672484242822975
65,0.019992930814623833,1.9760136638069525e-05,0.00019973170128650963
65,0.019992975518107414,1.9760136638069525e-05,0.0001997321523958817
65,0.020424189046025276,1.9760136638069525e-05,0.00020404427777975798
65,0.018047675490379333,1.9760136638069525e-05,0.0001802791521186009
65,0.018998220562934875,1.9760136638069525e-05,0.0001897845941130072
65,0.0180475153028965,1.9760136638069525e-05,0.00018027753685601056
65,0.018047520890831947,1.9760136638069525e-05,0.0001802776096155867
65,0.018998246639966965,1.9760136638069525e-05,0.0001897848560474813
65,0.01804760843515396,1.9760136638069525e-05,0.00018027846817858517
65,0.018998239189386368,1.9760136638069525e-05,0.00018978478328790516
65,0.018537737429142,1.9760136638069525e-05,0.00018517977150622755
65,0.018426230177283287,1.9760136638069525e-05,0.00018406468734610826
65,0.018755773082375526,1.9760136638069525e-05,0.00018736012862063944
65,0.018755627796053886,1.9760136638069525e-05,0.0001873586734291166
65,0.017096882686018944,1.9760136638069525e-05,0.00017077122174669057
65,0.020203949883580208,1.9760136638069525e-05,0.00020184188906569034
65,0.02020372450351715,1.9760136638069525e-05,0.00020183963351882994
65,0.020203713327646255,1.9760136638069525e-05,0.00020183951710350811
65,0.01875569298863411,1.9760136638069525e-05,0.00018735932826530188
65,0.02115442045032978,1.9760136638069525e-05,0.0002113466034643352
65,0.021154338493943214,1.9760136638069525e-05,0.00021134577400516719
65,0.02162197418510914,1.9760136638069525e-05,0.00021602213382720947
65,0.020923247560858727,1.9760136638069525e-05,0.00020903487165924162
65,0.020922774448990822,1.9760136638069525e-05,0.00020903012773487717
65,0.020922798663377762,1.9760136638069525e-05,0.00020903037511743605
65,0.020922787487506866,1.9760136638069525e-05,0.00020903025870211422
65,0.0200630035251379,1.9760136638069525e-05,0.00020043241966050118
65,0.020922787487506866,1.9760136638069525e-05,0.00020903027325402945
65,0.020922627300024033,1.9760136638069525e-05,0.00020902867254335433
65,0.019963286817073822,1.9760136638069525e-05,0.00019943526422139257
65,0.019963325932621956,1.9760136638069525e-05,0.00019943565712310374
65,0.020398948341608047,1.9760136638069525e-05,0.00020379187481012195
65,0.021630804985761642,1.9760136638069525e-05,0.00021611044940073043
65,0.021630868315696716,1.9760136638069525e-05,0.00021611107513308525
65,0.021630696952342987,1.9760136638069525e-05,0.0002161093580070883
65,0.02163068763911724,1.9760136638069525e-05,0.00021610927069559693
65,0.021630706265568733,1.9760136638069525e-05,0.0002161094598704949
65,0.022581420838832855,1.9760136638069525e-05,0.0002256166044389829
65,0.022581400349736214,1.9760136638069525e-05,0.0002256164007121697
65,0.022581426426768303,1.9760136638069525e-05,0.00022561666264664382
65,0.021493036299943924,1.9760136638069525e-05,0.00021473276137840003
65,0.02041837014257908,1.9760136638069525e-05,0.00020398609922267497
65,0.018056396394968033,1.9760136638069525e-05,0.00018036634719464928
65,0.01888345740735531,1.9760136638069525e-05,0.00018863695731852204
65,0.019262826070189476,1.9760136638069525e-05,0.0001924306561704725
65,0.01997208595275879,1.9760136638069525e-05,0.0001995232596527785
65,0.018932975828647614,1.9760136638069525e-05,0.00018913214444182813
65,0.020403914153575897,1.9760136638069525e-05,0.00020384152594488114
65,0.020665789023041725,1.9760136638069525e-05,0.0002064602740574628
65,0.021492889150977135,1.9760136638069525e-05,0.00021473129163496196
65,0.018755661323666573,1.9760136638069525e-05,0.00018735900812316686
65,0.018755700439214706,1.9760136638069525e-05,0.00018735940102487803
65,0.018755706027150154,1.9760136638069525e-05,0.0001873594446806237
65,0.01971491612493992,1.9760136638069525e-05,0.00019695155788213015
65,0.019714923575520515,1.9760136638069525e-05,0.0001969516306417063
65,0.01971493288874626,1.9760136638069525e-05,0.00019695171795319766
65,0.018755661323666573,1.9760136638069525e-05,0.00018735900812316686
65,0.01952708698809147,1.9760136638069525e-05,0.00019507325487211347
65,0.018076006323099136,1.9760136638069525e-05,0.00018056244880426675
65,0.019706400111317635,1.9760136638069525e-05,0.00019686640007421374
65,0.0189984031021595,1.9760136638069525e-05,0.00018978642765432596
65,0.018998418003320694,1.9760136638069525e-05,0.00018978657317347825
65,0.018998276442289352,1.9760136638069525e-05,0.0001897851616377011
65,0.018047742545604706,1.9760136638069525e-05,0.0001802798215067014
65,0.018998345360159874,1.9760136638069525e-05,0.00018978584557771683
65,0.018998336046934128,1.9760136638069525e-05,0.00018978575826622546
65,0.018047761172056198,1.9760136638069525e-05,0.00018028001068159938
65,0.018561409786343575,1.9760136638069525e-05,0.0001854164875112474
65,0.018192268908023834,1.9760136638069525e-05,0.00018172507407143712
65,0.01921861059963703,1.9760136638069525e-05,0.00019198849622625858
65,0.021960612386465073,1.9760136638069525e-05,0.00021940852457191795
65,0.021960584446787834,1.9760136638069525e-05,0.00021940823353361338
65,0.021960576996207237,1.9760136638069525e-05,0.00021940816077403724
65,0.021084440872073174,1.9760136638069525e-05,0.00021064680186100304
65,0.021960565820336342,1.9760136638069525e-05,0.00021940805891063064
65,0.021855687722563744,1.9760136638069525e-05,0.0002183592732762918
65,0.021771468222141266,1.9760136638069525e-05,0.00021751706663053483
65,0.02158433571457863,1.9760136638069525e-05,0.00021564574853982776
65,0.020137276500463486,1.9760136638069525e-05,0.00020117514941375703
65,0.0199927669018507,1.9760136638069525e-05,0.00019973005692008883
65,0.019992833957076073,1.9760136638069525e-05,0.00019973072630818933
65,0.020549243316054344,1.9760136638069525e-05,0.00020529482571873814
65,0.019992774352431297,1.9760136638069525e-05,0.0001997301442315802
65,0.019992714747786522,1.9760136638069525e-05,0.00019972954760305583
65,0.018875541165471077,1.9760136638069525e-05,0.00018855780945159495
65,0.017812106758356094,1.9760136638069525e-05,0.00017792345897760242
65,0.01905040815472603,1.9760136638069525e-05,0.0001903064694488421
65,0.01905043050646782,1.9760136638069525e-05,0.00019030670227948576
65,0.02178759127855301,1.9760136638069525e-05,0.00021767830185126513
65,0.021351268514990807,1.9760136638069525e-05,0.00021331508469302207
65,0.022509491071105003,1.9760136638069525e-05,0.00022489730326924473
65,0.02226211689412594,1.9760136638069525e-05,0.00022242356499191374
65,0.02062869444489479,1.9760136638069525e-05,0.0002060893311863765
65,0.01964268647134304,1.9760136638069525e-05,0.00019622925901785493
65,0.017103886231780052,1.9760136638069525e-05,0.00017084124556276947
65,0.017685409635305405,1.9760136638069525e-05,0.00017665648192632943
65,0.017675291746854782,1.9760136638069525e-05,0.0001765553024597466
65,0.017837269231677055,1.9760136638069525e-05,0.00017817509069573134
65,0.021477077156305313,1.9760136638069525e-05,0.0002145731559721753
65,0.020712973549962044,1.9760136638069525e-05,0.0002069321199087426
65,0.0213752631098032,1.9760136638069525e-05,0.00021355501667130738
65,0.02183528058230877,1.9760136638069525e-05,0.00021815519721712917
65,0.02183789387345314,1.9760136638069525e-05,0.00021818133245687932
65,0.021647628396749496,1.9760136638069525e-05,0.00021627868409268558
65,0.020176690071821213,1.9760136638069525e-05,0.00020156928803771734
65,0.020926451310515404,1.9760136638069525e-05,0.00020906690042465925
65,0.018438126891851425,1.9760136638069525e-05,0.00018418366380501539
65,0.01860969141125679,1.9760136638069525e-05,0.00018589930550660938
65,0.01882663369178772,1.9760136638069525e-05,0.00018806873413268477
65,0.019146258011460304,1.9760136638069525e-05,0.00019126497500110418
65,0.020289035513997078,1.9760136638069525e-05,0.00020269273954909295
65,0.020132195204496384,1.9760136638069525e-05,0.0002011243486776948
65,0.019175250083208084,1.9760136638069525e-05,0.00019155489280819893
65,0.019018398597836494,1.9760136638069525e-05,0.00018998637096956372
77,0.027021775022149086,8.89759348865482e-07,0.000270208838628605
77,0.41758355498313904,5.089365799904044e-07,0.004175830632448196
77,0.2336602658033371,7.006586884017452e-07,0.0023365956731140614
77,0.3259296119213104,7.207051453406166e-07,0.0032592888455837965
77,0.7128941416740417,4.865685241384199e-07,0.00712893670424819
77,0.5946611166000366,5.875320994164213e-07,0.0059466054663062096
77,0.6198661923408508,6.537008516716014e-07,0.0061986553482711315
77,0.7439530491828918,5.802637588203652e-07,0.0074395244009792805
77,0.5554418563842773,9.5367431640625e-07,0.005554409231990576
77,0.28592225909233093,2.017691258515697e-06,0.0028592022135853767
77,0.9779567122459412,1.8891951185651124e-06,0.009779548272490501
77,0.34437671303749084,2.396531499471166e-06,0.003443743335083127
77,0.16709667444229126,2.8425863547454355e-06,0.001670938334427774
77,0.10976643115282059,3.155457761749858e-06,0.0010976326884701848
77,0.11951586604118347,3.17237709168694e-06,0.001195126911625266
77,0.08208434283733368,3.306476855868823e-06,0.0008208103245124221
77,0.05770627781748772,3.4787442473316332e-06,0.0005770279676653445
77,0.08135650306940079,3.4905820029962342e-06,0.0008135301759466529
77,0.06696530431509018,3.5500711419444997e-06,0.000669617613311857
77,0.05991174653172493,3.6191047456668457e-06,0.0005990812787786126
77,0.2309170514345169,3.2719749469833914e-06,0.002309137722477317
77,0.1962595283985138,3.323795908727334e-06,0.0019625620916485786
77,0.3180709183216095,3.0687617709190818e-06,0.003180678468197584
77,0.2668529152870178,3.17237709168694e-06,0.0026684976182878017
77,0.19424675405025482,3.3993674151133746e-06,0.0019424335332587361
77,0.17005544900894165,3.529192554196925e-06,0.0017005192348733544
77,0.11089120805263519,3.845723767881282e-06,0.0011088736355304718
77,0.07566709816455841,4.069623628311092e-06,0.0007566302665509284
77,0.0700988844037056,4.12417375628138e-06,0.0007009475375525653
77,0.051725611090660095,4.270323188393377e-06,0.0005172134260646999
77,0.053499527275562286,4.326197540649446e-06,0.0005349520361050963
77,0.05146854370832443,4.392396931507392e-06,0.0005146415205672383
77,0.05965883284807205,4.539805104286643e-06,0.0005965429008938372
77,0.13823318481445312,4.617827016772935e-06,0.0013822857290506363
77,0.10512830317020416,4.62805337519967e-06,0.0010512367589399219
77,0.1049913614988327,4.672496288549155e-06,0.0010498668998479843
77,0.11685645580291748,4.775866727868561e-06,0.0011685168137773871
77,0.18709683418273926,4.772403372044209e-06,0.0018709206487983465
77,0.15954379737377167,4.800148872163845e-06,0.0015953900292515755
77,0.13660560548305511,4.908426944894018e-06,0.0013660070253536105
77,0.11661701649427414,5.085611519461963e-06,0.0011661192402243614
77,0.10480296611785889,5.164568392501678e-06,0.0010479780612513423
77,0.1201896220445633,5.193430752115091e-06,0.0012018443085253239
77,0.11759719252586365,5.258666078589158e-06,0.0011759193148463964
77,0.14585179090499878,5.316993338055909e-06,0.0014584646560251713
77,0.11931149661540985,5.430919372884091e-06,0.0011930606560781598
77,0.08347298204898834,5.617215265374398e-06,0.0008346736431121826
77,0.06675577163696289,5.681271431967616e-06,0.0006675008917227387
77,0.06503097712993622,5.6926128308987245e-06,0.000650252855848521
77,0.06538943201303482,5.6963963288581e-06,0.0006538373418152332
77,0.06993187218904495,5.681271431967616e-06,0.0006992618436925113
77,0.08225598186254501,5.647314083034871e-06,0.0008225033525377512
77,0.08666045218706131,5.624732239084551e-06,0.0008665482746437192
77,0.09300687909126282,5.60219586986932e-06,0.0009300127276219428
77,0.09591798484325409,5.598444658971857e-06,0.0009591238922439516
77,0.10271234810352325,5.579704065894475e-06,0.00102706765756011
77,0.09782230108976364,5.617215265374398e-06,0.000978166819550097
77,0.09766434133052826,5.624732239084551e-06,0.0009765871800482273
77,0.08616604655981064,5.681271431967616e-06,0.000861603592056781
77,0.07866037636995316,5.726705694542034e-06,0.0007865465013310313
77,0.07284016907215118,5.757096460001776e-06,0.0007283440791070461
77,0.07298434525728226,5.757096460001776e-06,0.0007297858246602118
77,0.07850290089845657,5.749491265305551e-06,0.0007849714602343738
77,0.08305173367261887,5.7380930229555815e-06,0.0008304599323309958
77,0.0819719135761261,5.7380930229555815e-06,0.0008196617709472775
77,0.08317727595567703,5.726705694542034e-06,0.0008317154715768993
77,0.0976601243019104,5.6774929362291005e-06,0.0009765444556251168
77,0.08476720005273819,5.715330189559609e-06,0.000847614835947752
77,0.0853104293346405,5.715330189559609e-06,0.0008530471823178232
77,0.08724309504032135,5.700180281564826e-06,0.0008723739883862436
77,0.08941781520843506,5.6963963288581e-06,0.0008941211854107678
77,0.08926132321357727,5.6963963288581e-06,0.0008925562142394483
77,0.09173186123371124,5.6888316066761035e-06,0.0009172616992145777
77,0.08794672787189484,5.700180281564826e-06,0.0008794103050604463
77,0.08822403103113174,5.7115416893793736e-06,0.0008821831434033811
77,0.08309759944677353,5.7342958825756796e-06,0.0008309186086989939
77,0.0785013884305954,5.757096460001776e-06,0.0007849563262425363
77,0.07675036042928696,5.768514256487833e-06,0.0007674459484405816
77,0.07663577795028687,5.772321856056806e-06,0.000766300072427839
77,0.0763215497136116,5.768514256487833e-06,0.0007631578482687473
77,0.07768157869577408,5.764706656918861e-06,0.0007767581264488399
77,0.08333148062229156,5.741891072830185e-06,0.0008332573343068361
77,0.0868762880563736,5.7342958825756796e-06,0.0008687055087648332
77,0.08979111164808273,5.7229131016356405e-06,0.0008978539262898266
77,0.09115459024906158,5.715330189559609e-06,0.0009114887798205018
77,0.08814714848995209,5.726705694542034e-06,0.0008814141619950533
77,0.08669473230838776,5.7342958825756796e-06,0.0008668899536132812
77,0.08334706723690033,5.745690941694193e-06,0.0008334132144227624
77,0.08206525444984436,5.760901331086643e-06,0.0008205949561670423
77,0.08166097104549408,5.764706656918861e-06,0.0008165520266629755
77,0.08024795353412628,5.772321856056806e-06,0.0008024218259379268
77,0.07987344264984131,5.772321856056806e-06,0.0007986766868270934
77,0.07974361628293991,5.772321856056806e-06,0.0007973784231580794
77,0.07992754876613617,5.768514256487833e-06,0.0007992178434506059
77,0.08061091601848602,5.764706656918861e-06,0.0008060514810495079
77,0.08206818997859955,5.757096460001776e-06,0.0008206242928281426
77,0.0824797973036766,5.7532934079063125e-06,0.0008247404475696385
77,0.0826464593410492,5.749491265305551e-06,0.0008264070493169129
85,0.02073410525918007,6.17982823314378e-06,0.00020727924129460007
85,0.0167082529515028,6.229910923138959e-06,0.00016702023276593536
85,0.015442859381437302,6.2550275288231205e-06,0.00015436604735441506
85,0.01577950455248356,6.2873946262698155e-06,0.00015773216728121042
85,0.01676546223461628,6.305413535301341e-06,0.0001675915700616315
85,0.017890308052301407,6.334295449050842e-06,0.00017883973487187177
85,0.01765379309654236,6.316236522252439e-06,0.00017647477216087282
85,0.0176076777279377,6.356000540108653e-06,0.00017601321451365948
85,0.017227068543434143,6.44319197817822e-06,0.00017220625886693597
85,0.016526151448488235,6.4687355916248634e-06,0.00016519681958016008
85,0.016748890280723572,6.4870114329096396e-06,0.0001674240338616073
85,0.0164322629570961,6.494328772532754e-06,0.00016425768262706697
85,0.016041170805692673,6.497989033960039e-06,0.00016034672444220632
85,0.01612154208123684,6.501650204882026e-06,0.00016115039761643857
85,0.01607382483780384,6.497989033960039e-06,0.00016067325486801565
85,0.01587204448878765,6.497989033960039e-06,0.00015865545719861984
85,0.015687625855207443,6.497989033960039e-06,0.00015681126387789845
85,0.015543676912784576,6.494328772532754e-06,0.0001553718320792541
85,0.01563599333167076,6.497989033960039e-06,0.00015629494737368077
85,0.01563471369445324,6.497989033960039e-06,0.0001562821416882798
85,0.015705503523349762,6.505312740046065e-06,0.00015698997594881803
85,0.015800317749381065,6.501650204882026e-06,0.00015793814964126796
85,0.015980307012796402,6.51264053885825e-06,0.0001597379450686276
